Dataset Name,Algorithm Name,Cross Validation [1-10],Hyper-Parameters Values,mean_squared_error,mean_absolute_error,median_absolute_error,r2_score,explained_variance_score,Training Time,Inference Time
analcatdata_apnea1,Boruta,7,"{'ccp_alpha': 0.0022957721372982554, 'n_estimators': 19}",0.000441798,0.013863103,0.008075804,-0.03663948,-0.036556205,128.0596855,0.002188497
analcatdata_apnea1,Cobra,7,"{'epsilon': 0.36844705944066825, 'machine_list': 'basic')",0.000430722,0.015035045,0.011149089,-0.010648597,-2.22E-16,116.6682222,13.25116912
analcatdata_apnea1,Ewa,7,"{'beta': 0.001, 'machine_list': 'basic')",0.001723972,0.029732948,0.013983187,-3.045141334,-1.907844631,7.399397134,0.016776454
analcatdata_apnea1,AdaBoost,8,"{'base_estimator__ccp_alpha': 0.00983468338330501, 'n_estimators': 8}",0.00221035,0.03192187,0.024663615,0.911161435,0.917695105,1.23202263,0.001472072
analcatdata_apnea1,Boruta,8,"{'ccp_alpha': 0.004191945144032948, 'n_estimators': 23}",0.003229827,0.024142697,0.007895779,0.870186534,0.870604384,128.0605715,0.00261795
analcatdata_apnea1,Cobra,8,"{'epsilon': 0.3669452750183315, 'machine_list': 'basic')",0.00322791,0.025449049,0.011568885,0.870263594,0.871329988,116.5051757,13.23734479
analcatdata_apnea1,Ewa,8,"{'beta': 0.001, 'machine_list': 'basic')",0.003940564,0.043294466,0.036380291,0.841620539,0.851645449,7.433634092,0.015319197
analcatdata_apnea1,AdaBoost,9,"{'base_estimator__ccp_alpha': 0.00983468338330501, 'n_estimators': 8}",0.000560414,0.021119068,0.021448815,0.9269268,0.951518476,1.202971987,0.001440412
analcatdata_apnea1,Boruta,9,"{'ccp_alpha': 0.00417022004702574, 'n_estimators': 17}",0.000351312,0.013289045,0.009564445,0.954191917,0.956795186,128.0530824,0.002021518
analcatdata_apnea1,Cobra,9,"{'epsilon': 0.553086321846957, 'machine_list': 'basic')",0.000438804,0.014301869,0.010944195,0.94278376,0.946671812,116.5409167,13.18993311
analcatdata_apnea1,Ewa,9,"{'beta': 0.001, 'machine_list': 'basic')",0.002144614,0.03718974,0.03956033,0.720360741,0.826544758,7.420089859,0.01504619
analcatdata_apnea1,AdaBoost,10,"{'base_estimator__ccp_alpha': 0.00983468338330501, 'n_estimators': 8}",0.003027512,0.0392836,0.032762057,0.739360163,0.770600915,1.130133408,0.001436099
analcatdata_apnea1,Boruta,10,"{'ccp_alpha': 0.00518152548941889, 'n_estimators': 5}",0.000763889,0.014755607,0.007984109,0.93423649,0.934255337,128.0460096,0.000851478
analcatdata_apnea1,Cobra,10,"{'epsilon': 0.31734998390653446, 'machine_list': 'basic')",0.000795643,0.016775534,0.011514927,0.931502711,0.932073523,116.3437752,13.18576004
analcatdata_apnea1,Ewa,10,"{'beta': 0.001, 'machine_list': 'basic')",0.003413937,0.033239154,0.011681699,0.706092661,0.723362414,7.382844136,0.015068495
analcatdata_birthday,AdaBoost,1,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.013081158,0.083367119,0.057160788,0.760528718,0.760695793,1.5898026,0.009429754
analcatdata_birthday,Boruta,1,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.016911627,0.090213477,0.064593649,0.690405921,0.693429976,49.24671038,0.002299889
analcatdata_birthday,Cobra,1,"{'epsilon': 0.22657453943817385, 'machine_list': 'basic')",0.033614636,0.151871864,0.136640405,0.384630919,0.520316845,87.67544658,12.17750742
analcatdata_birthday,Ewa,1,"{'beta': 0.001, 'machine_list': 'basic')",0.027527278,0.121433279,0.07033241,0.496069644,0.632578055,7.370037322,0.017074969
analcatdata_birthday,AdaBoost,2,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.006656271,0.059727924,0.046383296,0.873082534,0.876994735,1.224861662,0.008915802
analcatdata_birthday,Boruta,2,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.007534586,0.068764661,0.053975962,0.856335404,0.859850845,49.03444761,0.001566396
analcatdata_birthday,Cobra,2,"{'epsilon': 0.2367537972447898, 'machine_list': 'basic')",0.020648361,0.118577055,0.102588686,0.606290441,0.673696693,87.54077801,12.18549589
analcatdata_birthday,Ewa,2,"{'beta': 0.001, 'machine_list': 'basic')",0.022584128,0.113393497,0.087172818,0.569380498,0.753738429,7.391297486,0.016964315
analcatdata_birthday,AdaBoost,3,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.010130001,0.071695419,0.049731706,0.795956158,0.799585243,1.64123218,0.009099828
analcatdata_birthday,Boruta,3,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.011170209,0.070451465,0.05242805,0.775003728,0.779752053,49.03956697,0.001556587
analcatdata_birthday,Cobra,3,"{'epsilon': 0.19729483103732484, 'machine_list': 'basic')",0.027566869,0.138082125,0.123396338,0.444733528,0.663030884,87.68482579,12.17979595
analcatdata_birthday,Ewa,3,"{'beta': 0.001, 'machine_list': 'basic')",0.019093688,0.103731977,0.06716743,0.615404829,0.731111442,7.379538945,0.016786217
analcatdata_birthday,AdaBoost,4,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.010624816,0.080696081,0.057434177,0.838600721,0.842865042,1.395479183,0.008886776
analcatdata_birthday,Boruta,4,"{'ccp_alpha': 0.0022957721372982554, 'n_estimators': 19}",0.01152717,0.084827116,0.065160806,0.824893258,0.826263328,49.05168305,0.002352198
analcatdata_birthday,Cobra,4,"{'epsilon': 0.2227946594915206, 'machine_list': 'advanced')",0.027727575,0.146414435,0.146967437,0.578796408,0.770874237,87.60054002,12.18262084
analcatdata_birthday,Ewa,4,"{'beta': 0.001, 'machine_list': 'basic')",0.011812388,0.081625487,0.062197442,0.820560575,0.833539694,7.391888171,0.016806384
analcatdata_birthday,AdaBoost,5,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.007311055,0.068679517,0.05615942,0.838665684,0.843531391,1.374064876,0.009050046
analcatdata_birthday,Boruta,5,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.005896895,0.060265693,0.047693632,0.869872203,0.869998296,49.03707309,0.001545127
analcatdata_birthday,Cobra,5,"{'epsilon': 0.21672259507829975, 'machine_list': 'basic')",0.0232216,0.135372426,0.134910418,0.487564945,0.704632331,87.62141397,12.17797162
analcatdata_birthday,Ewa,5,"{'beta': 0.001, 'machine_list': 'basic')",0.014887384,0.087734907,0.056526803,0.671477536,0.814536923,7.384989111,0.017407322
analcatdata_birthday,AdaBoost,6,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.011581448,0.071168182,0.049673495,0.71993227,0.72068287,1.44215831,0.009083674
analcatdata_birthday,Boruta,6,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.011947405,0.072590873,0.047473771,0.711082548,0.711086058,49.04063311,0.001563858
analcatdata_birthday,Cobra,6,"{'epsilon': 0.23829918756623092, 'machine_list': 'basic')",0.027884072,0.132812535,0.128545867,0.325694973,0.575048253,87.9424723,12.23312158
analcatdata_birthday,Ewa,6,"{'beta': 0.001, 'machine_list': 'basic')",0.021974269,0.116627485,0.074295802,0.468608444,0.643450225,7.380399645,0.018171422
analcatdata_birthday,AdaBoost,7,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.016448419,0.088569975,0.080338303,0.741370321,0.747648071,1.486802163,0.009089846
analcatdata_birthday,Boruta,7,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.021959664,0.10915771,0.095931451,0.654713263,0.656282401,49.04683906,0.002254781
analcatdata_birthday,Cobra,7,"{'epsilon': 0.20031202166490047, 'machine_list': 'basic')",0.032277068,0.149310993,0.128546374,0.492485688,0.616382995,87.93870314,12.20237112
analcatdata_birthday,Ewa,7,"{'beta': 0.001, 'machine_list': 'basic')",0.031324868,0.138877378,0.087527058,0.50745778,0.63635336,7.388115711,0.017072086
analcatdata_birthday,AdaBoost,8,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.00987036,0.074711652,0.067370062,0.805140093,0.807469063,1.613069464,0.009132407
analcatdata_birthday,Boruta,8,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.013526594,0.08614867,0.070756461,0.732958996,0.735763615,49.04706519,0.002274252
analcatdata_birthday,Cobra,8,"{'epsilon': 0.2367537972447898, 'machine_list': 'basic')",0.031004251,0.142741424,0.146800585,0.387916405,0.507714022,87.93089229,12.22270966
analcatdata_birthday,Ewa,8,"{'beta': 0.001, 'machine_list': 'basic')",0.03058158,0.130218634,0.071166704,0.396260742,0.567270003,7.379576977,0.016933231
analcatdata_birthday,AdaBoost,9,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.009514733,0.079160296,0.067381399,0.788161212,0.797553663,1.478113214,0.009135614
analcatdata_birthday,Boruta,9,"{'ccp_alpha': 0.0022957721372982554, 'n_estimators': 19}",0.012546271,0.092284267,0.083752796,0.720666164,0.726587577,49.05229202,0.002389178
analcatdata_birthday,Cobra,9,"{'epsilon': 0.21672259507829975, 'machine_list': 'basic')",0.030349414,0.150230877,0.155264262,0.324291789,0.614413584,87.90219881,12.19606329
analcatdata_birthday,Ewa,9,"{'beta': 0.001, 'machine_list': 'basic')",0.017220322,0.103133011,0.07961771,0.61660172,0.68801223,7.387780306,0.017786252
analcatdata_birthday,AdaBoost,10,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.010625151,0.066848691,0.048664888,0.756913313,0.762081551,1.603066588,0.009052191
analcatdata_birthday,Boruta,10,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.012683241,0.077837053,0.051169642,0.709827441,0.723140702,49.03746962,0.001562593
analcatdata_birthday,Cobra,10,"{'epsilon': 0.19810432120569876, 'machine_list': 'basic')",0.02954748,0.128673546,0.08739177,0.324000264,0.444083634,87.94792653,12.18988584
analcatdata_birthday,Ewa,10,"{'beta': 0.001, 'machine_list': 'basic')",0.027601155,0.129524139,0.104150879,0.368529115,0.569125511,7.382245452,0.017103896
analcatdata_chlamydia,AdaBoost,1,"{'base_estimator__ccp_alpha': 0.09325573593386588, 'n_estimators': 14}",0.008805972,0.088940537,0.079584648,-0.902434276,-0.159965946,1.011555335,0.001045535
analcatdata_chlamydia,Boruta,1,"{'ccp_alpha': 0.008946066635038474, 'n_estimators': 13}",0.006735087,0.06873498,0.049391407,-0.45504219,-0.231543672,500.7940607,0.001601804
analcatdata_chlamydia,Cobra,1,"{'epsilon': 0.17309192097488557, 'machine_list': 'basic')",0.004369744,0.025810598,0.005118585,0.055964443,0.130431716,31.0293589,10.12743984
analcatdata_chlamydia,Ewa,1,"{'beta': 0.001, 'machine_list': 'basic')",0.011259754,0.077648955,0.049722787,-1.432547283,-0.340929464,6.993367045,0.019006757
analcatdata_chlamydia,AdaBoost,2,"{'base_estimator__ccp_alpha': 0.09325573593386588, 'n_estimators': 14}",0.146858892,0.234094139,0.046658927,-0.369466908,0,0.784950583,0.001038714
analcatdata_chlamydia,Boruta,2,"{'ccp_alpha': 0.00957889530150502, 'n_estimators': 8}",0.150605802,0.233455652,0.037459528,-0.404407037,2.22E-16,500.6308815,0.00110082
analcatdata_chlamydia,Cobra,2,"{'epsilon': 0.044342484838087254, 'machine_list': 'basic')",0.151540445,0.228035248,0.022296417,-0.413122631,0.067145407,31.10866935,10.10824179
analcatdata_chlamydia,Ewa,2,"{'beta': 0.001, 'machine_list': 'basic')",0.052442228,0.152215295,0.065853828,0.51097346,0.516930451,7.010173991,0.014375496
analcatdata_chlamydia,AdaBoost,3,"{'base_estimator__ccp_alpha': 0.09325573593386588, 'n_estimators': 14}",0.002905481,0.052606663,0.056799263,-2.212371316,0,0.984928964,0.00102879
analcatdata_chlamydia,Boruta,3,"{'ccp_alpha': 0.009355390708060319, 'n_estimators': 25}",0.00218107,0.045070632,0.047379225,-1.411444252,0.158978937,500.6601766,0.002700219
analcatdata_chlamydia,Cobra,3,"{'epsilon': 0.0, 'machine_list': 'basic')",0.001260643,0.017120649,0.003011592,-0.393798454,-0.094698515,31.05895408,10.07378374
analcatdata_chlamydia,Ewa,3,"{'beta': 10.0, 'machine_list': 'basic')",0.012249495,0.093462818,0.083346845,-12.54334369,-3.93893822,6.99212729,0.015463779
analcatdata_chlamydia,AdaBoost,4,"{'base_estimator__ccp_alpha': 0.041702200470257404, 'n_estimators': 17}",0.008848871,0.086315852,0.082954501,-6.027148148,-0.110546146,0.986805346,0.001463651
analcatdata_chlamydia,Boruta,4,"{'ccp_alpha': 0.008946066635038474, 'n_estimators': 13}",0.00192055,0.042420228,0.048380265,-0.525164959,-2.22E-16,500.6319811,0.001550082
analcatdata_chlamydia,Cobra,4,"{'epsilon': 0.05792529396619778, 'machine_list': 'basic')",0.001475277,0.022075497,0.002454153,-0.171560536,0.147864983,31.06634881,10.11214684
analcatdata_chlamydia,Ewa,4,"{'beta': 10.0, 'machine_list': 'basic')",0.00154297,0.031746907,0.031416885,-0.22531753,0.082836802,6.999342002,0.015801776
analcatdata_chlamydia,AdaBoost,5,"{'base_estimator__ccp_alpha': 0.023608897695197608, 'n_estimators': 6}",0.014134894,0.079418978,0.042668962,-6.121530465,-4.005859274,0.93851393,0.001208385
analcatdata_chlamydia,Boruta,5,"{'ccp_alpha': 0.009355390708060319, 'n_estimators': 25}",0.005318846,0.064602242,0.051352261,-1.679774353,-0.67431571,500.6446435,0.002688151
analcatdata_chlamydia,Cobra,5,"{'epsilon': 0.5543645418738202, 'machine_list': 'basic')",0.003413552,0.034559555,0.005254303,-0.719837224,-0.679855637,31.12526924,10.15427586
analcatdata_chlamydia,Ewa,5,"{'beta': 100.0, 'machine_list': 'basic')",0.071992179,0.115658505,0.031575909,-35.27154821,-28.75706351,6.985024951,0.014749681
analcatdata_chlamydia,AdaBoost,6,"{'base_estimator__ccp_alpha': 0.09325573593386588, 'n_estimators': 14}",0.002026981,0.035207138,0.031142405,-0.092645932,1.11E-16,1.068898594,0.00063085
analcatdata_chlamydia,Boruta,6,"{'ccp_alpha': 0.008296033593941836, 'n_estimators': 47}",0.001096459,0.028972569,0.031292506,0.408952666,0.83263236,500.6712892,0.004705916
analcatdata_chlamydia,Cobra,6,"{'epsilon': 0.0, 'machine_list': 'basic')",0.003052584,0.03405118,0.026296751,-0.645498508,-0.029095173,31.07588124,10.08211987
analcatdata_chlamydia,Ewa,6,"{'beta': 0.001, 'machine_list': 'basic')",0.003838479,0.043534842,0.029331243,-1.069135884,-0.361187397,6.99023834,0.015980568
analcatdata_chlamydia,AdaBoost,7,"{'base_estimator__ccp_alpha': 0.09325573593386588, 'n_estimators': 14}",0.002880009,0.049784029,0.059733088,-2.647692533,0,0.920660855,0.00062596
analcatdata_chlamydia,Boruta,7,"{'ccp_alpha': 0.008296033593941836, 'n_estimators': 47}",0.002174391,0.045408376,0.050689162,-1.753988369,0.317963236,500.6712439,0.004678257
analcatdata_chlamydia,Cobra,7,"{'epsilon': 0.05553654299093157, 'machine_list': 'basic')",0.0008145,0.014822447,0.003424983,-0.031609409,0.150482557,31.06094006,10.13553406
analcatdata_chlamydia,Ewa,7,"{'beta': 1.0, 'machine_list': 'basic')",0.004545207,0.045838293,0.022082632,-4.756760125,-3.276678071,6.998892121,0.014829753
analcatdata_chlamydia,AdaBoost,8,"{'base_estimator__ccp_alpha': 0.09325573593386588, 'n_estimators': 14}",0.009056854,0.089635787,0.089952912,-0.73622161,-0.195630218,0.957387875,0.001042651
analcatdata_chlamydia,Boruta,8,"{'ccp_alpha': 0.008296033593941836, 'n_estimators': 47}",0.007213055,0.06908046,0.046278045,-0.382760695,-0.301680142,500.6730937,0.004804392
analcatdata_chlamydia,Cobra,8,"{'epsilon': 0.17094899044480222, 'machine_list': 'basic')",0.00537433,0.041848342,0.004215174,-0.030272432,0.184759853,31.06796474,10.13482395
analcatdata_chlamydia,Ewa,8,"{'beta': 0.001, 'machine_list': 'basic')",0.005628687,0.052035708,0.046067913,-0.079033295,0.321252861,6.989844184,0.016115629
analcatdata_chlamydia,AdaBoost,9,"{'base_estimator__ccp_alpha': 0.09325573593386588, 'n_estimators': 14}",0.059672399,0.114468317,0.047101413,-0.024516825,-2.22E-16,1.108620825,0.000902862
analcatdata_chlamydia,Boruta,9,"{'ccp_alpha': 0.009325573593386588, 'n_estimators': 14}",0.060110145,0.110143951,0.041695956,-0.032032511,0,500.6272224,0.001651733
analcatdata_chlamydia,Cobra,9,"{'epsilon': 0.1650327667720326, 'machine_list': 'basic')",0.058813877,0.084050451,0.004944571,-0.009776856,0.095641891,31.08093543,10.14480401
analcatdata_chlamydia,Ewa,9,"{'beta': 0.001, 'machine_list': 'basic')",0.035545624,0.104387525,0.043031272,0.389716341,0.43036488,7.013721158,0.016185528
analcatdata_chlamydia,AdaBoost,10,"{'base_estimator__ccp_alpha': 0.09325573593386588, 'n_estimators': 14}",0.03079439,0.112799023,0.072139875,-0.013444744,-0.010300229,1.031492702,0.000777762
analcatdata_chlamydia,Boruta,10,"{'ccp_alpha': 0.008946066635038474, 'n_estimators': 13}",0.029266676,0.094033084,0.045636308,0.036832372,0.040197745,500.6276831,0.001557644
analcatdata_chlamydia,Cobra,10,"{'epsilon': 0.055322552835527755, 'machine_list': 'basic')",0.019428594,0.066860541,0.009080763,0.360604104,0.399437018,31.15009215,10.11240724
analcatdata_chlamydia,Ewa,10,"{'beta': 0.001, 'machine_list': 'basic')",0.024672385,0.111909138,0.07336441,0.188030706,0.365786117,6.992368625,0.015893959
analcatdata_election2000,AdaBoost,1,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.000845049,0.02361842,0.017558752,0.767736974,0.817173215,0.713697208,0.00282114
analcatdata_election2000,Boruta,1,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.000814758,0.024287335,0.024595291,0.776062481,0.776325303,556.5990406,0.002230823
analcatdata_election2000,Cobra,1,"{'epsilon': 0.15881605267636278, 'machine_list': 'basic')",0.001038863,0.028718281,0.026599348,0.714466768,0.759049765,25.33199499,9.861212274
analcatdata_election2000,Ewa,1,"{'beta': 0.001, 'machine_list': 'basic')",0.000539295,0.02108981,0.019017998,0.851774001,0.974022537,7.284270656,0.013997336
analcatdata_election2000,AdaBoost,2,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.007980306,0.064969533,0.037504818,0.847904867,0.881513855,0.752428302,0.0025971
analcatdata_election2000,Boruta,2,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.008292465,0.055933625,0.015396289,0.841955491,0.891644366,556.4079709,0.002235455
analcatdata_election2000,Cobra,2,"{'epsilon': 0.4770785434685061, 'machine_list': 'basic')",0.043724886,0.146268511,0.068008711,0.166655731,0.439887384,25.35699124,9.867919407
analcatdata_election2000,Ewa,2,"{'beta': 0.001, 'machine_list': 'basic')",0.002126929,0.032746883,0.014603886,0.959463258,0.964970292,7.198249725,0.013918425
analcatdata_election2000,AdaBoost,3,"{'base_estimator__ccp_alpha': 0.00983468338330501, 'n_estimators': 8}",0.002816321,0.047406511,0.05847551,-3.394174354,0,0.705018298,0.001445498
analcatdata_election2000,Boruta,3,"{'ccp_alpha': 0.0022957721372982554, 'n_estimators': 19}",0.000742092,0.026053008,0.025822888,-0.157851311,0,556.4082839,0.002185086
analcatdata_election2000,Cobra,3,"{'epsilon': 0.211751397294068, 'machine_list': 'basic')",0.001981067,0.040222535,0.050037915,-2.090966496,0.433293111,25.35221749,9.876091517
analcatdata_election2000,Ewa,3,"{'beta': 0.001, 'machine_list': 'basic')",0.000346138,0.018458662,0.018904583,0.459936478,0.991549438,7.266945745,0.014496977
analcatdata_election2000,AdaBoost,4,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.002727877,0.044863991,0.050915724,0.081865126,0.110580464,0.739925152,0.003225989
analcatdata_election2000,Boruta,4,"{'ccp_alpha': 0.0031342417815924286, 'n_estimators': 27}",0.000940632,0.027269905,0.029429519,0.68340681,0.687027767,556.4207495,0.003013264
analcatdata_election2000,Cobra,4,"{'epsilon': 0.265022329631972, 'machine_list': 'basic')",0.002595879,0.04461613,0.058392479,0.126292515,0.257120933,25.34486324,9.869328558
analcatdata_election2000,Ewa,4,"{'beta': 0.001, 'machine_list': 'basic')",0.000323095,0.017451585,0.017934354,0.891254233,0.928630094,7.392137574,0.014329061
analcatdata_election2000,AdaBoost,5,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.000721595,0.023221103,0.021384777,0.819824299,0.825497742,0.709962739,0.002809689
analcatdata_election2000,Boruta,5,"{'ccp_alpha': 0.001862602113776709, 'n_estimators': 11}",0.001597902,0.033633775,0.035284714,0.601018308,0.627370445,556.3943276,0.001443328
analcatdata_election2000,Cobra,5,"{'epsilon': 0.1590244401134618, 'machine_list': 'basic')",0.002312256,0.036335793,0.024489629,0.422650615,0.484920545,25.34104093,9.941511926
analcatdata_election2000,Ewa,5,"{'beta': 0.001, 'machine_list': 'basic')",0.002023255,0.031956469,0.022902602,0.494811672,0.676198192,7.256483397,0.013587136
analcatdata_election2000,AdaBoost,6,"{'base_estimator__ccp_alpha': 0.0027387593197926163, 'n_estimators': 55}",0.00053383,0.022991966,0.022787672,0.639586357,0.725360139,0.707628597,0.001625825
analcatdata_election2000,Boruta,6,"{'ccp_alpha': 0.001981014890848788, 'n_estimators': 18}",0.000484232,0.021695567,0.02229856,0.673072686,0.768183948,556.4167693,0.002136029
analcatdata_election2000,Cobra,6,"{'epsilon': 0.4241976623655354, 'machine_list': 'basic')",0.00395687,0.060281892,0.070298261,-1.671466507,3.33E-16,25.37782089,9.885154094
analcatdata_election2000,Ewa,6,"{'beta': 0.001, 'machine_list': 'basic')",0.000698378,0.022407234,0.017237967,0.528492498,0.867472792,7.206736956,0.013976621
